# fluctuations.py A_i0=20   B_i0=0   K_i0=100   L_i0=80   N=10000   T=1000   c=1   d=100   e=0.1   g=1.1   v=0.2   Ñ=180   α=0.08   λ=0.3   π_i0=0   φ=0.1   ω=0.002  
  t       firmsNum    firmsNEntry     bankruptcy         firmsK         firmsL          bankB    firmsProfit      rate          bankL     bankProfit
779       16557.00         137.00         137.00     6247568.13     5032010.58         327.20       32813.16    0.0885     5021675.23       -5323.02
780       16557.00         132.00          69.00     6273169.59     5007045.14         249.06       36655.85    0.0897     4996696.16        -598.64
781       16620.00         128.00          33.00     6314130.27     5005003.54         110.28      -16483.81    0.0911     4994948.24        3841.58
782       16715.00         128.00          27.00     6266752.61     5024760.07          21.19      -28076.79    0.0910     5014707.55        2930.66
783       16816.00         131.00          51.00     6244650.43     5039796.82          14.59       26430.01    0.0901     5029466.77        -271.32
784       16896.00         130.00          50.00     6326523.84     5038127.65          88.98       49252.30    0.0905     5028183.13        1967.71
785       16976.00         125.00           2.00     6411164.52     5048196.10          40.62      -31970.36    0.0919     5038466.58        7172.89
786       17099.00         126.00           6.00     6336629.63     5084426.35           0.28       17298.49    0.0914     5074534.09        4727.24
787       17219.00         126.00          13.00     6429379.05     5108089.32           2.56       38461.00    0.0914     5098171.73        5035.06
788       17332.00         123.00           2.00     6516420.47     5132993.60           8.19       83509.93    0.0923     5123359.84        8771.37
789       17453.00         116.00           0.00     6690834.78     5176410.74           0.35       90664.32    0.0941     5167257.64       16824.97
790       17569.00         108.00           0.00     6874282.78     5259720.44           0.00     -102469.53    0.0960     5251384.25       25470.05
791       17677.00         117.00           1.00     6708110.06     5386991.10           0.00     -141857.14    0.0939     5378734.52       15111.84
792       17793.00         133.00          99.00     6606332.25     5464118.04           0.00      -73891.47    0.0895     5454293.74       -4694.78
793       17827.00         142.00         330.00     6580862.87     5441913.53         150.64      -35433.54    0.0869     5430819.83      -15455.08
794       17639.00         144.00         368.00     6509291.53     5364566.26         755.45      139050.42    0.0861     5354297.59      -18278.82
795       17415.00         133.00         159.00     6737042.12     5276282.50         598.86       79566.04    0.0895     5266680.73        -515.00
796       17389.00         122.00           5.00     6759486.50     5276344.39         269.25     -201313.47    0.0925     5267100.03       10984.21
797       17506.00         137.00         176.00     6337016.62     5333801.30           0.55      -57548.96    0.0884     5323367.33       -8909.96
798       17467.00         145.00         383.00     6382324.50     5290153.40         242.58       82507.72    0.0857     5278820.26      -18669.68
799       17229.00         139.00         232.00     6514072.54     5196584.30         682.97       99476.10    0.0879     5186684.79       -7565.01
800       17136.00         127.00          34.00     6597990.65     5161666.95         334.03      103165.91    0.0912     5152274.57        5655.24
801       17229.00         116.00           0.00     6736940.50     5191492.97          13.69     -106250.73    0.0941     5182220.90       17182.99
802       17345.00         123.00           1.00     6509405.10     5277329.43           0.00       78318.54    0.0922     5268204.28        7684.70
803       17467.00         121.00           0.00     6813509.90     5316086.43           0.00       -8676.84    0.0927     5306627.80       11432.94
804       17588.00         121.00           0.00     6777263.60     5373092.36           0.00     -166238.55    0.0928     5363792.52       11400.25
805       17709.00         136.00         175.00     6513854.45     5431063.47           0.00      -30498.16    0.0888     5420793.77       -7547.59
806       17670.00         141.00         300.00     6584801.02     5394045.72         181.49      142205.52    0.0871     5383055.83      -13587.68
807       17511.00         130.00          61.00     6833732.02     5325381.73         578.25        4186.40    0.0904     5316024.87        3324.80
808       17580.00         125.00           8.00     6722172.50     5345387.06          61.34     -174154.54    0.0917     5335540.15        7056.15
809       17697.00         139.00         253.00     6408667.25     5381933.25           1.43       89547.38    0.0877     5371127.60      -12271.24
810       17583.00         136.00         178.00     6702588.47     5319826.75         426.67       20178.18    0.0888     5309778.55       -4430.16
811       17541.00         131.00          55.00     6635393.96     5299359.48         408.71      -12550.44    0.0902     5289761.13         681.74
812       17617.00         131.00          71.00     6598685.75     5305554.93          35.35      -39640.36    0.0902     5295213.39           8.02
813       17677.00         134.00         122.00     6534724.45     5305750.18          73.97      -28590.72    0.0893     5295430.24       -4190.50
814       17689.00         137.00         187.00     6498881.20     5284859.98         401.85       -2091.41    0.0886     5274847.60       -7223.31
815       17639.00         137.00         174.00     6492125.49     5251176.16         307.25      -25575.88    0.0886     5240740.30       -6618.28
816       17602.00         137.00         186.00     6414222.16     5219771.12         261.51       43545.37    0.0883     5209185.11       -8083.13
817       17553.00         134.00         133.00     6490050.37     5180357.77         248.41      -14945.08    0.0894     5170077.02       -2511.01
818       17554.00         133.00         124.00     6408021.50     5169247.37          97.26       43649.19    0.0896     5158764.02       -2240.14
819       17563.00         129.00          54.00     6501543.14     5157948.21         168.60       50091.29    0.0906     5148049.65        2359.42
820       17638.00         124.00           3.00     6573035.51     5170459.67          45.65      -21206.09    0.0921     5160689.72        8584.44
821       17759.00         125.00           3.00     6526082.94     5213571.10           0.03      -40106.48    0.0918     5203840.18        6727.80
822       17881.00         129.00          33.00     6503574.44     5247569.50           0.06      -79903.00    0.0906     5237479.31        1229.07
823       17977.00         137.00         161.00     6393295.37     5254410.65          19.13       44068.48    0.0885     5243624.97       -8088.59
824       17953.00         135.00         153.00     6523251.90     5213607.28         282.17       66363.66    0.0892     5203277.68       -3843.24
825       17935.00         127.00          21.00     6596302.59     5195467.34         162.85       98289.14    0.0912     5185472.36        5296.25
826       18041.00         118.00           0.00     6755655.50     5222178.45          11.08     -113170.99    0.0936     5212767.86       16202.79
827       18159.00         126.00           2.00     6514418.37     5303226.52           0.00       23883.72    0.0916     5293837.24        5434.40
828       18283.00         128.00          21.00     6705707.64     5331057.36           0.05       93258.23    0.0910     5321009.23        4010.11
829       18390.00         120.00           0.00     6890536.99     5350694.14           7.96     -171386.21    0.0930     5341060.00       13769.51
830       18510.00         132.00         124.00     6526102.85     5419901.17           0.00      101623.83    0.0899     5409947.36       -3299.35
831       18518.00         129.00          45.00     6886907.47     5403431.15         163.80      -89544.56    0.0907     5393450.62        3771.19
832       18602.00         133.00         118.00     6628784.92     5423539.94          27.31        4777.30    0.0897     5413125.60       -3463.17
833       18617.00         134.00         149.00     6713006.46     5406037.78         317.26      -20747.29    0.0893     5395946.26       -4575.44
834       18602.00         135.00         168.00     6647806.17     5384592.60         338.21      -68816.58    0.0891     5374655.35       -6062.00
835       18569.00         139.00         289.00     6505765.82     5356949.54         200.88       14798.47    0.0877     5346036.43      -12618.84
836       18419.00         139.00         275.00     6543118.62     5293223.02         701.24       39929.15    0.0879     5283946.63      -10285.28
837       18283.00         134.00         151.00     6563238.25     5245938.52         359.82       16957.20    0.0893     5236026.43       -3363.29
838       18266.00         131.00          89.00     6544528.03     5230823.93         376.69      -11437.27    0.0902     5221009.08         207.87
839       18308.00         131.00          82.00     6510448.16     5234136.42          68.71       39082.12    0.0902     5223931.86        -271.55
840       18357.00         128.00          43.00     6601150.84     5232690.27         116.37      -22365.74    0.0910     5222917.68        4006.73
841       18442.00         129.00          45.00     6540703.10     5253610.87          20.91        6831.55    0.0908     5243533.19        2352.32
842       18526.00         129.00          41.00     6591034.23     5265364.07          51.04      -58170.72    0.0907     5255399.36        2248.80
843       18614.00         133.00         120.00     6482457.50     5277447.81          14.53       40410.35    0.0896     5266898.58       -3850.93
844       18627.00         131.00          75.00     6604494.32     5257848.75         163.29      -24025.36    0.0901     5247716.60        -136.31
845       18683.00         131.00          94.00     6518919.28     5258226.52          73.40      -57840.05    0.0900     5247851.50       -1161.40
846       18720.00         136.00         203.00     6423875.89     5252265.51         154.63      107588.68    0.0887     5242411.47       -7779.65
847       18653.00         129.00          43.00     6660891.82     5213749.65         387.85      -66227.33    0.0908     5204286.36        4223.51
848       18739.00         131.00          69.00     6446685.80     5237246.22         115.24        1614.34    0.0903     5227343.14        -562.05
849       18801.00         132.00         107.00     6516997.55     5235585.74          41.64       71464.79    0.0899     5225109.08       -1822.78
850       18826.00         126.00          19.00     6651084.68     5225756.51         194.08       56013.14    0.0915     5216203.36        6599.89
851       18933.00         120.00           0.00     6727959.54     5259695.18           4.31      -26522.21    0.0930     5250173.21       13697.94
852       19053.00         122.00           0.00     6689579.04     5327978.57           0.00      -53706.81    0.0925     5318684.47       10661.88
853       19175.00         128.00          28.00     6664957.97     5381808.91           0.00      104183.09    0.0909     5371993.84        2497.30
854       19275.00         122.00           0.00     6941850.80     5394068.64          35.63      -52569.40    0.0924     5384480.32       12268.38
855       19397.00         124.00           5.00     6796417.74     5455558.86           0.00         993.12    0.0919     5446000.36        8074.26
856       19516.00         127.00           9.00     6894091.14     5496196.61           0.94      -72540.54    0.0913     5486371.68        5412.81
857       19634.00         132.00         120.00     6778180.43     5523821.64           6.04        7321.85    0.0899     5513440.43       -3391.27
858       19646.00         133.00         147.00     6850051.47     5505880.07         413.82       92080.98    0.0896     5496514.27       -3802.47
859       19632.00         126.00          21.00     7012147.31     5488745.26         250.28      -67086.22    0.0916     5479570.99        7810.08
860       19737.00         129.00          36.00     6829394.05     5529949.63           3.76      -38285.47    0.0908     5519872.80        2031.90
861       19830.00         133.00         150.00     6833005.58     5540472.83          28.07       12630.13    0.0896     5530051.09       -4550.62
862       19813.00         132.00         125.00     6876271.50     5517574.54         194.11      -18580.34    0.0898     5507438.35       -3124.95
863       19820.00         133.00         141.00     6814237.09     5502823.52         233.05       81225.21    0.0897     5492784.15       -3982.81
864       19812.00         127.00          39.00     6978936.54     5483975.27         147.80        5234.00    0.0912     5474035.35        5780.73
865       19900.00         125.00           4.00     6940092.30     5513442.73          23.31       35164.58    0.0918     5503678.00        8257.57
866       20021.00         123.00           3.00     7048957.38     5554739.42           0.07        5494.53    0.0923     5545082.43       11261.08
867       20141.00         123.00           0.00     7083405.49     5610903.32           0.03     -155629.33    0.0923     5601388.16       11445.20
868       20264.00         134.00         199.00     6827200.86     5668992.51           0.00       -3877.87    0.0892     5658614.28       -8262.12
869       20199.00         137.00         313.00     6936501.73     5627737.76         269.92       66896.24    0.0884     5617303.67      -11921.67
870       20023.00         132.00         123.00     7017880.90     5568868.27         389.74       37807.72    0.0900     5559044.91       -1433.31
871       20032.00         127.00          18.00     7023860.45     5563714.29         120.66      -89239.30    0.0912     5553827.07        5549.25
872       20141.00         132.00         141.00     6838901.55     5592593.54           4.49       27934.71    0.0898     5582176.62       -4417.76
873       20132.00         132.00         139.00     6964209.68     5570162.49         200.48       68264.97    0.0899     5560110.25       -2827.89
874       20125.00         126.00          29.00     7062047.33     5556895.68          84.71      -67521.22    0.0914     5546973.20        6900.56
875       20222.00         130.00          55.00     6896305.22     5592014.49           4.97      119853.51    0.0906     5581899.54         603.66
876       20297.00         124.00           3.00     7208766.20     5594659.15          56.22     -130624.79    0.0922     5584942.64       12275.99
877       20418.00         130.00          57.00     6892139.17     5656705.69           0.03       -2196.75    0.0905     5646603.70        -483.01
878       20491.00         133.00         185.00     7018957.14     5654692.26          54.18      -13745.60    0.0896     5644188.79       -4843.32
879       20439.00         133.00         180.00     6971950.01     5630359.47         238.31       89959.32    0.0895     5620243.09       -5223.99
880       20392.00         127.00          49.00     7142955.37     5605190.88         150.74     -166848.51    0.0912     5595314.69        6100.32
881       20470.00         136.00         275.00     6753599.00     5637054.32          43.87      -34867.50    0.0887     5626570.00      -11548.41
882       20331.00         141.00         419.00     6795862.93     5579541.37         409.08      128308.07    0.0873     5569047.31      -18632.21
883       20053.00         132.00         124.00     6996986.34     5486594.03         867.30     -129156.39    0.0900     5477931.65        -371.94
884       20061.00         137.00         276.00     6616941.52     5491012.23         146.62       44677.73    0.0886     5480408.48      -11245.25
885       19922.00         135.00         242.00     6781920.71     5434842.86         476.54      -21309.01    0.0889     5424915.35       -7408.68
886       19815.00         135.00         222.00     6662941.19     5400721.51         228.67       81353.79    0.0891     5390254.65       -6826.46
887       19728.00         129.00          56.00     6816028.20     5367221.44         255.55      -88943.34    0.0908     5357265.71        3561.12
888       19801.00         133.00         154.00     6578704.12     5386695.40          45.34      102865.63    0.0896     5376349.02       -4704.37
889       19780.00         128.00          36.00     6852090.80     5362802.87         219.00       68277.24    0.0911     5353053.88        5828.29
890       19872.00         120.00           0.00     6918222.91     5392820.65          15.93      -61708.01    0.0930     5383290.32       15849.32
891       19992.00         124.00           2.00     6808121.08     5472035.91           0.00      -28782.35    0.0920     5462616.57        8710.31
892       20114.00         129.00          36.00     6858863.18     5516154.71           0.50      124762.12    0.0908     5506168.11        1899.59
893       20207.00         122.00           0.00     7148924.43     5525330.08          25.74      117874.38    0.0927     5515668.58       15317.51
894       20329.00         112.00           0.00     7338155.62     5601156.19           0.00     -251928.31    0.0950     5592384.82       30090.51
895       20441.00         129.00          25.00     6869561.65     5752053.21           0.00        9158.27    0.0907     5742837.38         814.88
896       20545.00         134.00         209.00     7147782.25     5757448.85          55.66      203983.43    0.0893     5746911.79       -6827.07
897       20470.00         121.00           3.00     7514089.40     5722307.61         228.73       97737.22    0.0929     5713054.75       19055.53
898       20588.00         111.00           0.00     7603664.20     5818116.15           0.28      -33432.57    0.0952     5809476.08       33725.15
899       20699.00         114.00           0.00     7609501.25     5986336.73           0.00     -299127.87    0.0945     5978103.25       27871.54
900       20813.00         136.00         304.00     7188024.09     6127402.75           0.00     -187802.26    0.0887     6117460.93      -14569.95
901       20645.00         151.00         881.00     7043417.26     6056549.41         351.16     -101410.84    0.0838     6044611.19      -46583.73
902       19915.00         156.00        1008.00     6799511.20     5824823.32        1126.50        -901.18    0.0816     5813448.32      -54460.52
903       19063.00         155.00         857.00     6633854.53     5556984.52        1430.44      137724.52    0.0821     5546778.21      -44274.06
904       18361.00         144.00         425.00     6696809.14     5341215.96        1520.71      -20800.48    0.0861     5332560.15      -17449.00
905       18080.00         140.00         334.00     6441600.32     5263233.31         576.00       93496.07    0.0874     5252918.71      -13188.65
906       17886.00         133.00         125.00     6588244.72     5199624.75         482.44       89259.74    0.0897     5189855.46        -859.31
907       17894.00         122.00           6.00     6673636.71     5197609.96         113.89       20741.69    0.0924     5187971.09       11352.21
908       18010.00         119.00           0.00     6685121.40     5254526.48           0.80        -449.57    0.0933     5245301.58       14456.50
909       18129.00         120.00           0.00     6738044.10     5326713.47           0.00      -95627.57    0.0930     5317588.04       12840.94
910       18249.00         129.00          22.00     6614462.75     5391537.70           0.00      137495.50    0.0907     5381792.74        1034.02
911       18356.00         122.00           2.00     6992831.98     5396708.25           7.30        2589.82    0.0925     5386962.85       13182.35
912       18476.00         119.00           0.00     6928369.34     5462138.85           0.01      -55929.33    0.0933     5452911.09       15766.42
913       18595.00         125.00           1.00     6895302.28     5541140.31           0.00     -129876.82    0.0918     5531743.24        7478.76
914       18719.00         136.00         191.00     6732616.23     5579778.58           0.00      -55493.85    0.0887     5569137.03       -9900.54
915       18664.00         142.00         390.00     6704976.39     5530527.23         290.51      118492.19    0.0869     5519634.32      -17872.85
916       18416.00         133.00         155.00     6911059.78     5441463.66         566.65     -120489.06    0.0895     5431722.61       -2187.60
917       18394.00         138.00         263.00     6546514.09     5434046.13         264.15      -92057.35    0.0881     5423617.85      -11700.19
918       18269.00         146.00         429.00     6429149.76     5377709.78         360.92      142942.29    0.0855     5366437.65      -23916.71
919       17986.00         136.00         219.00     6690509.95     5258403.61         691.81      -49755.33    0.0887     5248658.72       -4569.50
920       17903.00         135.00         176.00     6431790.47     5239809.32         189.81       89159.11    0.0891     5229270.28       -5406.82
921       17862.00         129.00          32.00     6635412.66     5212784.35         292.12      -84139.65    0.0908     5203185.22        3900.42
922       17959.00         133.00         116.00     6402221.40     5234654.46          13.16      -79329.46    0.0897     5224147.93       -2885.33
923       17976.00         140.00         284.00     6316712.85     5221021.99          86.03       -4654.79    0.0874     5209787.10      -13378.53
924       17832.00         141.00         319.00     6321761.14     5153296.88         557.68       27564.19    0.0872     5143324.62      -13126.22
925       17654.00         138.00         239.00     6320844.47     5090135.64         720.42       55674.13    0.0883     5080481.95       -7657.19
926       17553.00         131.00          93.00     6372532.29     5055657.17         371.56       36574.98    0.0901     5045798.09         366.61
927       17591.00         126.00          12.00     6395706.48     5058959.87         177.95       20243.81    0.0915     5049488.93        5801.20
928       17705.00         124.00           3.00     6432184.73     5089156.56           2.20        5712.77    0.0921     5079384.72        8146.67
929       17826.00         124.00           0.00     6466464.47     5129777.86           0.19     -132710.88    0.0921     5120129.07        8319.54
930       17950.00         135.00         160.00     6240206.74     5172175.27           0.00      -57631.93    0.0890     5161727.73       -6504.44
931       17925.00         142.00         298.00     6228682.85     5140502.94         146.75       91183.74    0.0869     5129205.52      -15082.36
932       17769.00         135.00         169.00     6395889.87     5064955.79         339.88       62501.70    0.0890     5054527.49       -3468.13
933       17735.00         126.00          16.00     6415918.18     5048675.29         245.58      -53595.43    0.0914     5038886.26        6007.49
934       17845.00         129.00          40.00     6280134.34     5080203.66          10.12        1675.88    0.0907     5070151.66        1613.97
935       17934.00         131.00          69.00     6347903.34     5088461.27          38.25      -13637.19    0.0903     5078272.12         231.19
936       17996.00         131.00          87.00     6323036.97     5089971.39          41.86        5987.51    0.0900     5079619.29        -788.76
937       18040.00         131.00          76.00     6347184.93     5085939.35         139.91       23743.38    0.0902     5075884.79        -168.27
938       18095.00         129.00          39.00     6390971.69     5085706.79          95.22       13777.81    0.0908     5075743.00        2804.64
939       18185.00         127.00          12.00     6411808.09     5100238.24          18.19      -32630.51    0.0913     5090242.31        4863.95
940       18300.00         129.00          50.00     6359842.87     5124807.25           6.80       -7404.51    0.0906     5114653.00        1270.26
941       18379.00         131.00          71.00     6386807.91     5131384.49          20.73       31653.39    0.0902     5121038.29        -357.66
942       18439.00         128.00          35.00     6458268.66     5129534.06          43.82       43947.40    0.0909     5119353.65        3327.90
943       18532.00         124.00           4.00     6533510.98     5146017.60          24.18      -31997.93    0.0920     5136212.28        8633.64
944       18652.00         126.00           7.00     6471296.74     5189288.66           2.15      -46361.29    0.0915     5179501.40        5368.84
945       18771.00         131.00          83.00     6440428.12     5216628.10           1.38       75557.65    0.0901     5206356.37       -1209.02
946       18819.00         127.00          25.00     6633948.02     5210053.51         147.90      -37637.55    0.0914     5200318.16        6174.97
947       18921.00         128.00          25.00     6517363.45     5241863.27          17.25      -66825.16    0.0911     5231932.54        3658.54
948       19024.00         134.00         147.00     6442811.26     5260796.87          11.93       29349.87    0.0894     5250311.49       -5234.53
949       19011.00         133.00         157.00     6543967.54     5233775.78         347.22       28682.87    0.0897     5224198.53       -2675.66
950       18987.00         129.00          44.00     6563135.38     5222517.57         156.42      -58007.49    0.0907     5212556.32        2103.05
951       19072.00         133.00         105.00     6432780.65     5234400.83          12.12       24278.29    0.0897     5223853.69       -3452.49
952       19100.00         132.00         116.00     6524565.53     5216971.73         118.40       17979.64    0.0899     5206651.80       -1506.18
953       19116.00         129.00          66.00     6531632.25     5209806.47         108.27       21786.49    0.0906     5199712.91        1785.46
954       19179.00         127.00          26.00     6568925.09     5219010.99          97.51         210.99    0.0912     5209181.55        4735.10
955       19280.00         127.00          18.00     6574309.69     5243288.58           3.99      -11709.72    0.0913     5233344.58        4938.50
956       19389.00         128.00          39.00     6578074.84     5268162.66           3.08       -5956.80    0.0910     5258057.03        3193.33
957       19478.00         129.00          46.00     6596372.56     5284109.64          24.18       57174.32    0.0907     5274039.09        1895.09
958       19561.00         125.00          15.00     6728618.54     5293506.54          33.05        6154.61    0.0917     5283635.43        8177.42
959       19671.00         124.00           1.00     6727039.79     5334325.41           5.44      -60715.31    0.0921     5324687.76        9504.47
960       19794.00         129.00          32.00     6649838.56     5382241.67           0.01      -32231.76    0.0908     5372237.26        1420.30
961       19891.00         133.00         131.00     6656275.89     5389847.20          18.98       90770.61    0.0897     5379338.82       -4154.19
962       19893.00         127.00          32.00     6851614.82     5368774.31          77.44       -7829.80    0.0913     5358662.77        6666.61
963       19988.00         125.00           7.00     6781086.58     5402190.91          15.37      -75608.68    0.0917     5392383.00        7666.16
964       20106.00         131.00         109.00     6679013.80     5441028.63           0.80      -11137.24    0.0901     5430790.67       -2463.58
965       20128.00         134.00         172.00     6722754.56     5428817.16         106.51       35423.48    0.0895     5418476.76       -5302.61
966       20090.00         131.00         104.00     6781281.61     5402767.32         158.59       65640.36    0.0903     5392496.24         -40.92
967       20117.00         125.00          12.00     6879705.48     5402808.52          92.84        2406.75    0.0918     5393084.59        8867.96
968       20230.00         124.00           2.00     6865980.31     5447492.97           8.53     -111051.14    0.0921     5437888.60        9985.41
969       20352.00         132.00         142.00     6694572.04     5498131.81           0.00       26176.16    0.0898     5487858.30       -4399.77
970       20342.00         133.00         146.00     6838494.26     5476009.55         177.54      -40433.27    0.0897     5465859.45       -3588.36
971       20329.00         134.00         175.00     6716732.95     5458751.90         304.07       75363.48    0.0893     5448805.37       -6719.79
972       20288.00         129.00          73.00     6878381.28     5426755.73         156.72      -23677.22    0.0907     5416726.78        2746.85
973       20344.00         129.00          32.00     6772700.40     5441328.71          40.89      106191.58    0.0908     5431244.63        2144.29
974       20441.00         122.00           1.00     7021879.31     5451910.14          16.93     -105720.69    0.0924     5442170.54       13566.41
975       20562.00         128.00          19.00     6774645.65     5519888.54           0.01      -56923.45    0.0910     5510087.27        2851.40
976       20671.00         134.00         212.00     6784213.49     5535022.70           6.78       28657.44    0.0892     5524344.32       -7863.79
977       20593.00         133.00         186.00     6861172.61     5495070.08         241.20       28496.87    0.0896     5485059.32       -4300.33
978       20540.00         130.00          68.00     6871201.14     5474276.98         308.72       94518.50    0.0905     5464763.71        1112.73
979       20602.00         123.00           5.00     7041363.15     5481510.61          62.18      -53383.65    0.0924     5471870.96       13108.36
980       20720.00         125.00           3.00     6908316.35     5547344.01           1.23      108938.47    0.0918     5537723.66        8086.30
981       20842.00         120.00           0.00     7222320.32     5587594.34           0.46       11310.17    0.0930     5578161.34       17720.49
982       20962.00         118.00           0.00     7226591.51     5675784.32           0.00      -59054.34    0.0935     5666766.10       20054.68
983       21080.00         124.00           0.00     7200048.18     5776299.84           0.00      -98738.01    0.0920     5767039.47       10270.02
984       21204.00         132.00         173.00     7116500.25     5828693.60           0.00      -28954.14    0.0898     5818389.58       -5666.25
985       21163.00         136.00         267.00     7131924.91     5800647.56         139.46      -60699.15    0.0889     5790058.32      -10878.97
986       21032.00         139.00         411.00     6988673.28     5747211.16         253.70      -97578.10    0.0880     5736360.77      -17160.07
987       20760.00         144.00         597.00     6772015.24     5662373.58         620.45      -38052.95    0.0862     5651828.94      -27613.89
988       20307.00         146.00         659.00     6660304.77     5526636.72        1018.33      156567.15    0.0855     5516861.75      -29249.54
989       19794.00         135.00         244.00     6871529.91     5384285.36        1110.47      -44905.34    0.0891     5375705.70       -4773.59
990       19685.00         133.00         152.00     6610654.63     5367676.87         209.88      -22675.68    0.0896     5357390.10       -4326.64
991       19666.00         135.00         205.00     6592219.83     5347167.74         191.94      -78037.28    0.0890     5336806.31       -7258.62
992       19596.00         140.00         334.00     6426538.62     5312314.97         242.89      -40644.18    0.0876     5301472.92      -15723.80
993       19402.00         143.00         451.00     6348152.21     5234523.37         513.43       16843.53    0.0866     5224068.36      -19503.06
994       19094.00         141.00         372.00     6328589.06     5138079.97        1073.20       68915.33    0.0873     5129120.21      -14386.67
995       18863.00         134.00         158.00     6385857.07     5072114.29         607.60       86580.13    0.0894     5062552.88       -3044.52
996       18839.00         124.00           8.00     6479967.96     5059645.36         289.57      -31709.66    0.0919     5050368.29        9086.72
997       18955.00         125.00           5.00     6379568.26     5106964.85           0.54       56441.34    0.0918     5097249.75        6931.48
998       19075.00         122.00           2.00     6561219.72     5141525.61           0.06      -88020.31    0.0924     5131909.82       11199.89
999       19195.00         129.00          27.00     6387401.47     5197749.46           0.01        9772.79    0.0908     5187909.54        1850.30
